scenario,seed,method,declared_failure,always_answer_form,gate_wrapped_answer
interference_poor_support,85200299,Random forest g-computation,support,True,False
interference_poor_support,85200299,AIPW / network orthogonal,support,True,False
interference_poor_support,85200299,DR learner (spline nuisances),support,True,False
interference_hidden_confounding,85300000,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300000,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300000,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300000,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300000,Median expert,identification,True,False
interference_hidden_confounding,85300000,Best fixed expert,identification,True,False
interference_hidden_confounding,85300000,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300000,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300000,Convex stack,identification,True,False
interference_hidden_confounding,85300000,Linear g-computation,identification,True,False
interference_hidden_confounding,85300000,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300000,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300000,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300001,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300001,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300001,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300001,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300001,Median expert,identification,True,False
interference_hidden_confounding,85300001,Best fixed expert,identification,True,False
interference_hidden_confounding,85300001,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300001,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300001,Convex stack,identification,True,False
interference_hidden_confounding,85300001,Linear g-computation,identification,True,False
interference_hidden_confounding,85300001,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300001,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300001,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300002,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300002,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300002,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300002,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300002,Median expert,identification,True,False
interference_hidden_confounding,85300002,Best fixed expert,identification,True,False
interference_hidden_confounding,85300002,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300002,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300002,Convex stack,identification,True,False
interference_hidden_confounding,85300002,Linear g-computation,identification,True,False
interference_hidden_confounding,85300002,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300002,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300002,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300003,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300003,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300003,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300003,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300003,Median expert,identification,True,False
interference_hidden_confounding,85300003,Best fixed expert,identification,True,False
interference_hidden_confounding,85300003,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300003,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300003,Convex stack,identification,True,False
interference_hidden_confounding,85300003,Linear g-computation,identification,True,False
interference_hidden_confounding,85300003,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300003,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300003,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300004,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300004,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300004,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300004,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300004,Median expert,identification,True,False
interference_hidden_confounding,85300004,Best fixed expert,identification,True,False
interference_hidden_confounding,85300004,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300004,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300004,Convex stack,identification,True,False
interference_hidden_confounding,85300004,Linear g-computation,identification,True,False
interference_hidden_confounding,85300004,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300004,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300004,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300005,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300005,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300005,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300005,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300005,Median expert,identification,True,False
interference_hidden_confounding,85300005,Best fixed expert,identification,True,False
interference_hidden_confounding,85300005,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300005,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300005,Convex stack,identification,True,False
interference_hidden_confounding,85300005,Linear g-computation,identification,True,False
interference_hidden_confounding,85300005,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300005,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300005,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300006,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300006,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300006,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300006,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300006,Median expert,identification,True,False
interference_hidden_confounding,85300006,Best fixed expert,identification,True,False
interference_hidden_confounding,85300006,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300006,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300006,Convex stack,identification,True,False
interference_hidden_confounding,85300006,Linear g-computation,identification,True,False
interference_hidden_confounding,85300006,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300006,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300006,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300007,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300007,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300007,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300007,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300007,Median expert,identification,True,False
interference_hidden_confounding,85300007,Best fixed expert,identification,True,False
interference_hidden_confounding,85300007,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300007,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300007,Convex stack,identification,True,False
interference_hidden_confounding,85300007,Linear g-computation,identification,True,False
interference_hidden_confounding,85300007,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300007,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300007,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300008,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300008,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300008,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300008,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300008,Median expert,identification,True,False
interference_hidden_confounding,85300008,Best fixed expert,identification,True,False
interference_hidden_confounding,85300008,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300008,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300008,Convex stack,identification,True,False
interference_hidden_confounding,85300008,Linear g-computation,identification,True,False
interference_hidden_confounding,85300008,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300008,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300008,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300009,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300009,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300009,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300009,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300009,Median expert,identification,True,False
interference_hidden_confounding,85300009,Best fixed expert,identification,True,False
interference_hidden_confounding,85300009,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300009,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300009,Convex stack,identification,True,False
interference_hidden_confounding,85300009,Linear g-computation,identification,True,False
interference_hidden_confounding,85300009,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300009,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300009,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300010,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300010,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300010,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300010,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300010,Median expert,identification,True,False
interference_hidden_confounding,85300010,Best fixed expert,identification,True,False
interference_hidden_confounding,85300010,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300010,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300010,Convex stack,identification,True,False
interference_hidden_confounding,85300010,Linear g-computation,identification,True,False
interference_hidden_confounding,85300010,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300010,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300010,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300011,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300011,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300011,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300011,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300011,Median expert,identification,True,False
interference_hidden_confounding,85300011,Best fixed expert,identification,True,False
interference_hidden_confounding,85300011,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300011,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300011,Convex stack,identification,True,False
interference_hidden_confounding,85300011,Linear g-computation,identification,True,False
interference_hidden_confounding,85300011,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300011,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300011,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300012,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300012,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300012,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300012,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300012,Median expert,identification,True,False
interference_hidden_confounding,85300012,Best fixed expert,identification,True,False
interference_hidden_confounding,85300012,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300012,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300012,Convex stack,identification,True,False
interference_hidden_confounding,85300012,Linear g-computation,identification,True,False
interference_hidden_confounding,85300012,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300012,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300012,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300013,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300013,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300013,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300013,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300013,Median expert,identification,True,False
interference_hidden_confounding,85300013,Best fixed expert,identification,True,False
interference_hidden_confounding,85300013,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300013,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300013,Convex stack,identification,True,False
interference_hidden_confounding,85300013,Linear g-computation,identification,True,False
interference_hidden_confounding,85300013,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300013,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300013,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300014,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300014,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300014,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300014,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300014,Median expert,identification,True,False
interference_hidden_confounding,85300014,Best fixed expert,identification,True,False
interference_hidden_confounding,85300014,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300014,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300014,Convex stack,identification,True,False
interference_hidden_confounding,85300014,Linear g-computation,identification,True,False
interference_hidden_confounding,85300014,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300014,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300014,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300015,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300015,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300015,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300015,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300015,Median expert,identification,True,False
interference_hidden_confounding,85300015,Best fixed expert,identification,True,False
interference_hidden_confounding,85300015,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300015,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300015,Convex stack,identification,True,False
interference_hidden_confounding,85300015,Linear g-computation,identification,True,False
interference_hidden_confounding,85300015,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300015,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300015,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300016,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300016,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300016,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300016,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300016,Median expert,identification,True,False
interference_hidden_confounding,85300016,Best fixed expert,identification,True,False
interference_hidden_confounding,85300016,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300016,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300016,Convex stack,identification,True,False
interference_hidden_confounding,85300016,Linear g-computation,identification,True,False
interference_hidden_confounding,85300016,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300016,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300016,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300017,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300017,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300017,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300017,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300017,Median expert,identification,True,False
interference_hidden_confounding,85300017,Best fixed expert,identification,True,False
interference_hidden_confounding,85300017,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300017,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300017,Convex stack,identification,True,False
interference_hidden_confounding,85300017,Linear g-computation,identification,True,False
interference_hidden_confounding,85300017,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300017,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300017,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300018,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300018,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300018,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300018,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300018,Median expert,identification,True,False
interference_hidden_confounding,85300018,Best fixed expert,identification,True,False
interference_hidden_confounding,85300018,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300018,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300018,Convex stack,identification,True,False
interference_hidden_confounding,85300018,Linear g-computation,identification,True,False
interference_hidden_confounding,85300018,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300018,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300018,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300019,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300019,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300019,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300019,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300019,Median expert,identification,True,False
interference_hidden_confounding,85300019,Best fixed expert,identification,True,False
interference_hidden_confounding,85300019,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300019,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300019,Convex stack,identification,True,False
interference_hidden_confounding,85300019,Linear g-computation,identification,True,False
interference_hidden_confounding,85300019,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300019,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300019,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300020,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300020,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300020,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300020,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300020,Median expert,identification,True,False
interference_hidden_confounding,85300020,Best fixed expert,identification,True,False
interference_hidden_confounding,85300020,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300020,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300020,Convex stack,identification,True,False
interference_hidden_confounding,85300020,Linear g-computation,identification,True,False
interference_hidden_confounding,85300020,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300020,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300020,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300021,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300021,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300021,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300021,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300021,Median expert,identification,True,False
interference_hidden_confounding,85300021,Best fixed expert,identification,True,False
interference_hidden_confounding,85300021,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300021,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300021,Convex stack,identification,True,False
interference_hidden_confounding,85300021,Linear g-computation,identification,True,False
interference_hidden_confounding,85300021,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300021,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300021,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300022,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300022,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300022,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300022,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300022,Median expert,identification,True,False
interference_hidden_confounding,85300022,Best fixed expert,identification,True,False
interference_hidden_confounding,85300022,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300022,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300022,Convex stack,identification,True,False
interference_hidden_confounding,85300022,Linear g-computation,identification,True,False
interference_hidden_confounding,85300022,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300022,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300022,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300023,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300023,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300023,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300023,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300023,Median expert,identification,True,False
interference_hidden_confounding,85300023,Best fixed expert,identification,True,False
interference_hidden_confounding,85300023,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300023,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300023,Convex stack,identification,True,False
interference_hidden_confounding,85300023,Linear g-computation,identification,True,False
interference_hidden_confounding,85300023,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300023,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300023,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300024,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300024,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300024,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300024,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300024,Median expert,identification,True,False
interference_hidden_confounding,85300024,Best fixed expert,identification,True,False
interference_hidden_confounding,85300024,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300024,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300024,Convex stack,identification,True,False
interference_hidden_confounding,85300024,Linear g-computation,identification,True,False
interference_hidden_confounding,85300024,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300024,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300024,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300025,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300025,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300025,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300025,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300025,Median expert,identification,True,False
interference_hidden_confounding,85300025,Best fixed expert,identification,True,False
interference_hidden_confounding,85300025,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300025,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300025,Convex stack,identification,True,False
interference_hidden_confounding,85300025,Linear g-computation,identification,True,False
interference_hidden_confounding,85300025,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300025,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300025,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300026,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300026,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300026,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300026,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300026,Median expert,identification,True,False
interference_hidden_confounding,85300026,Best fixed expert,identification,True,False
interference_hidden_confounding,85300026,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300026,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300026,Convex stack,identification,True,False
interference_hidden_confounding,85300026,Linear g-computation,identification,True,False
interference_hidden_confounding,85300026,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300026,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300026,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300027,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300027,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300027,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300027,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300027,Median expert,identification,True,False
interference_hidden_confounding,85300027,Best fixed expert,identification,True,False
interference_hidden_confounding,85300027,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300027,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300027,Convex stack,identification,True,False
interference_hidden_confounding,85300027,Linear g-computation,identification,True,False
interference_hidden_confounding,85300027,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300027,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300027,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300028,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300028,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300028,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300028,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300028,Median expert,identification,True,False
interference_hidden_confounding,85300028,Best fixed expert,identification,True,False
interference_hidden_confounding,85300028,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300028,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300028,Convex stack,identification,True,False
interference_hidden_confounding,85300028,Linear g-computation,identification,True,False
interference_hidden_confounding,85300028,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300028,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300028,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300029,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300029,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300029,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300029,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300029,Median expert,identification,True,False
interference_hidden_confounding,85300029,Best fixed expert,identification,True,False
interference_hidden_confounding,85300029,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300029,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300029,Convex stack,identification,True,False
interference_hidden_confounding,85300029,Linear g-computation,identification,True,False
interference_hidden_confounding,85300029,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300029,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300029,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300030,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300030,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300030,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300030,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300030,Median expert,identification,True,False
interference_hidden_confounding,85300030,Best fixed expert,identification,True,False
interference_hidden_confounding,85300030,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300030,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300030,Convex stack,identification,True,False
interference_hidden_confounding,85300030,Linear g-computation,identification,True,False
interference_hidden_confounding,85300030,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300030,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300030,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300031,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300031,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300031,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300031,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300031,Median expert,identification,True,False
interference_hidden_confounding,85300031,Best fixed expert,identification,True,False
interference_hidden_confounding,85300031,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300031,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300031,Convex stack,identification,True,False
interference_hidden_confounding,85300031,Linear g-computation,identification,True,False
interference_hidden_confounding,85300031,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300031,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300031,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300032,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300032,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300032,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300032,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300032,Median expert,identification,True,False
interference_hidden_confounding,85300032,Best fixed expert,identification,True,False
interference_hidden_confounding,85300032,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300032,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300032,Convex stack,identification,True,False
interference_hidden_confounding,85300032,Linear g-computation,identification,True,False
interference_hidden_confounding,85300032,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300032,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300032,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300033,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300033,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300033,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300033,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300033,Median expert,identification,True,False
interference_hidden_confounding,85300033,Best fixed expert,identification,True,False
interference_hidden_confounding,85300033,Metadata-only selector,identification,True,False
interference_hidden_confounding,85300033,Shallow risk selector,identification,True,False
interference_hidden_confounding,85300033,Convex stack,identification,True,False
interference_hidden_confounding,85300033,Linear g-computation,identification,True,False
interference_hidden_confounding,85300033,Random forest g-computation,identification,True,False
interference_hidden_confounding,85300033,AIPW / network orthogonal,identification,True,False
interference_hidden_confounding,85300033,DR learner (spline nuisances),identification,True,False
interference_hidden_confounding,85300034,Pretrained soft router,identification,True,False
interference_hidden_confounding,85300034,Pretrained hard top-1,identification,True,False
interference_hidden_confounding,85300034,Temperature-scaled router,identification,True,False
interference_hidden_confounding,85300034,Uniform expert mean,identification,True,False
interference_hidden_confounding,85300034,Median expert,identification,True,False
