line,text
73041,"""outcome_f1__median"": 0.0,"
73042,"""outcome_f1__q05"": 0.0,"
73043,"""outcome_f1__q95"": 0.7657142857142856,"
73044,"""outcome_f1__std"": 0.3803328295381425,"
73050,"""outcome_precision__mean"": 0.4,"
73051,"""outcome_precision__median"": 0.0,"
73052,"""outcome_precision__q05"": 0.0,"
73053,"""outcome_precision__q95"": 1.0,"
73054,"""outcome_precision__std"": 0.5477225575051662,"
73055,"""outcome_recall__mean"": 0.2,"
73056,"""outcome_recall__median"": 0.0,"
73057,"""outcome_recall__q05"": 0.0,"
73058,"""outcome_recall__q95"": 0.6499999999999999,"
73059,"""outcome_recall__std"": 0.32596012026013244,"
73060,"""outcome_regression_ASE_rmse__mean"": 0.14655482234017095,"
73061,"""outcome_regression_ASE_rmse__median"": 0.09133324463598548,"
73062,"""outcome_regression_ASE_rmse__q05"": 0.06801053257663485,"
73063,"""outcome_regression_ASE_rmse__q95"": 0.2830827049128242,"
73064,"""outcome_regression_ASE_rmse__std"": 0.10113781078988963,"
73067,"""policy_ordering_accuracy__q05"": null,"
73068,"""policy_ordering_accuracy__q95"": null,"
73069,"""policy_ordering_accuracy__std"": 0.0,"
73077,"""policy_value_rmse__q05"": null,"
73078,"""policy_value_rmse__q95"": null,"
73079,"""policy_value_rmse__std"": 0.0,"
73110,"""relation_edge_disagreement_rate__mean"": 0.0,"
73111,"""relation_edge_disagreement_rate__median"": 0.0,"
73112,"""relation_edge_disagreement_rate__q05"": 0.0,"
73113,"""relation_edge_disagreement_rate__q95"": 0.0,"
73114,"""relation_edge_disagreement_rate__std"": 0.0,"
73143,"""ADE_rmse__mean"": 0.11497345892706648,"
73144,"""ADE_rmse__median"": 0.0936246586480346,"
73145,"""ADE_rmse__q05"": 0.07766982115407453,"
73146,"""ADE_rmse__q95"": 0.1636848728834281,"
73147,"""ADE_rmse__std"": 0.0400229098302147,"
73223,"""ASE_estimate_Y1__mean"": 0.18887998568866293,"
73224,"""ASE_estimate_Y1__median"": 0.14563976799485095,"
73225,"""ASE_estimate_Y1__q05"": -0.023106335959523466,"
73226,"""ASE_estimate_Y1__q95"": 0.4110846747101259,"
73227,"""ASE_estimate_Y1__std"": 0.18809373882970493,"
73228,"""ASE_estimate_Y2__mean"": -0.2574658582091457,"
73229,"""ASE_estimate_Y2__median"": -0.19113039876239152,"
73230,"""ASE_estimate_Y2__q05"": -0.5386005907623805,"
73231,"""ASE_estimate_Y2__q95"": -0.06597663754957307,"
73232,"""ASE_estimate_Y2__std"": 0.21131557644649912,"
73233,"""ASE_estimate_Y3__mean"": 0.20270470471730823,"
73234,"""ASE_estimate_Y3__median"": 0.17694797772868917,"
73235,"""ASE_estimate_Y3__q05"": -0.019884096808348378,"
73236,"""ASE_estimate_Y3__q95"": 0.3960356880465291,"
73237,"""ASE_estimate_Y3__std"": 0.188503548695114,"
73238,"""ASE_estimate_Y4__mean"": -0.2475548294112416,"
73239,"""ASE_estimate_Y4__median"": -0.19909674682842435,"
73240,"""ASE_estimate_Y4__q05"": -0.4276435067961367,"
73241,"""ASE_estimate_Y4__q95"": -0.09593033287296274,"
73242,"""ASE_estimate_Y4__std"": 0.15365100378784965,"
73243,"""ASE_mae_mean__mean"": 0.14177676741519796,"
73244,"""ASE_mae_mean__median"": 0.09347015210633144,"
73245,"""ASE_mae_mean__q05"": 0.07396400286365522,"
73246,"""ASE_mae_mean__q95"": 0.2663382954590512,"
73247,"""ASE_mae_mean__std"": 0.09202110270161128,"
73263,"""ASE_normalized_rmse__mean"": 0.15349182375223,"
73264,"""ASE_normalized_rmse__median"": 0.10431388817813142,"
73265,"""ASE_normalized_rmse__q05"": 0.07286110332019455,"
73266,"""ASE_normalized_rmse__q95"": 0.2861544801562379,"
73267,"""ASE_normalized_rmse__std"": 0.09862165444308924,"
73288,"""ASE_rmse__mean"": 0.148898846008162,"
73289,"""ASE_rmse__median"": 0.09942065770733857,"
73290,"""ASE_rmse__q05"": 0.07951917184628934,"
73291,"""ASE_rmse__q95"": 0.27120297746276883,"
73292,"""ASE_rmse__std"": 0.09017625025399156,"
73293,"""ASE_rmse_distance_two_mapping__mean"": 0.17968343606754827,"
73294,"""ASE_rmse_distance_two_mapping__median"": 0.13210192967757828,"
73295,"""ASE_rmse_distance_two_mapping__q05"": 0.1157436194449583,"
73296,"""ASE_rmse_distance_two_mapping__q95"": 0.2820815375664257,"
73297,"""ASE_rmse_distance_two_mapping__std"": 0.07956115905784476,"
73298,"""ASE_rmse_unweighted_mapping__mean"": 0.13459662244944925,"
73299,"""ASE_rmse_unweighted_mapping__median"": 0.09495772436285842,"
73300,"""ASE_rmse_unweighted_mapping__q05"": 0.07848966164961188,"
73301,"""ASE_rmse_unweighted_mapping__q95"": 0.22564740931112334,"
73302,"""ASE_rmse_unweighted_mapping__std"": 0.07163583352838192,"
73303,"""ASE_rmse_weighted_mapping__mean"": 0.14665137881715273,"
73304,"""ASE_rmse_weighted_mapping__median"": 0.09074604295063703,"
73305,"""ASE_rmse_weighted_mapping__q05"": 0.06933401278772189,"
73306,"""ASE_rmse_weighted_mapping__q95"": 0.2828157104177932,"
73307,"""ASE_rmse_weighted_mapping__std"": 0.10069737422609751,"
73308,"""ASE_sign_accuracy__mean"": 0.9,"
73309,"""ASE_sign_accuracy__median"": 1.0,"
73310,"""ASE_sign_accuracy__q05"": 0.6,"
73311,"""ASE_sign_accuracy__q95"": 1.0,"
73312,"""ASE_sign_accuracy__std"": 0.22360679774997896,"
73343,"""INT_rmse__mean"": 0.16942449355341568,"
73344,"""INT_rmse__median"": 0.12635316561669802,"
73345,"""INT_rmse__q05"": 0.11483736479232591,"
73346,"""INT_rmse__q95"": 0.27707728081625077,"
73347,"""INT_rmse__std"": 0.07887169257243437,"
73353,"""SASE_rmse__mean"": 0.15349182375223,"
73354,"""SASE_rmse__median"": 0.10431388817813143,"
73355,"""SASE_rmse__q05"": 0.07286110332019455,"
73356,"""SASE_rmse__q95"": 0.2861544801562379,"
73357,"""SASE_rmse__std"": 0.09862165444308922,"
73493,"""functional_f1__mean"": 0.38476190476190475,"
73494,"""functional_f1__median"": 0.4,"
73495,"""functional_f1__q05"": 0.0,"
73496,"""functional_f1__q95"": 0.819047619047619,"
73497,"""functional_f1__std"": 0.3869527442774568,"
73503,"""functional_precision__mean"": 0.6,"
73504,"""functional_precision__median"": 1.0,"
73505,"""functional_precision__q05"": 0.0,"
73506,"""functional_precision__q95"": 1.0,"
73507,"""functional_precision__std"": 0.5477225575051662,"
73508,"""functional_recall__mean"": 0.3,"
73509,"""functional_recall__median"": 0.25,"
73510,"""functional_recall__q05"": 0.0,"
73511,"""functional_recall__q95"": 0.7,"
73512,"""functional_recall__std"": 0.32596012026013244,"
73575,"""naive_A_G_ASE_rmse__mean"": 0.10168009486384495,"
73576,"""naive_A_G_ASE_rmse__median"": 0.11174254966388063,"
73577,"""naive_A_G_ASE_rmse__q05"": 0.07695929455361172,"
73578,"""naive_A_G_ASE_rmse__q95"": 0.12241321463466219,"
73579,"""naive_A_G_ASE_rmse__std"": 0.021446359993991384,"
73585,"""oracle_ASE_rmse__mean"": 0.0,"
73586,"""oracle_ASE_rmse__median"": 0.0,"
73587,"""oracle_ASE_rmse__q05"": 0.0,"
73588,"""oracle_ASE_rmse__q95"": 0.0,"
73589,"""oracle_ASE_rmse__std"": 0.0,"
73590,"""outcome_f1__mean"": 0.4647619047619047,"
73591,"""outcome_f1__median"": 0.4,"
73592,"""outcome_f1__q05"": 0.08000000000000002,"
73593,"""outcome_f1__q95"": 0.819047619047619,"
73594,"""outcome_f1__std"": 0.32369745959996954,"
73600,"""outcome_precision__mean"": 0.8,"
73601,"""outcome_precision__median"": 1.0,"
73602,"""outcome_precision__q05"": 0.2,"
73603,"""outcome_precision__q95"": 1.0,"
73604,"""outcome_precision__std"": 0.4472135954999579,"
73605,"""outcome_recall__mean"": 0.35,"
73606,"""outcome_recall__median"": 0.25,"
73607,"""outcome_recall__q05"": 0.05,"
73608,"""outcome_recall__q95"": 0.7,"
73609,"""outcome_recall__std"": 0.2850438562747845,"
73610,"""outcome_regression_ASE_rmse__mean"": 0.14665137881715273,"
73611,"""outcome_regression_ASE_rmse__median"": 0.09074604295063703,"
73612,"""outcome_regression_ASE_rmse__q05"": 0.06933401278772189,"
73613,"""outcome_regression_ASE_rmse__q95"": 0.2828157104177932,"
73614,"""outcome_regression_ASE_rmse__std"": 0.10069737422609751,"
73617,"""policy_ordering_accuracy__q05"": null,"
73618,"""policy_ordering_accuracy__q95"": null,"
73619,"""policy_ordering_accuracy__std"": 0.0,"
73627,"""policy_value_rmse__q05"": null,"
73628,"""policy_value_rmse__q95"": null,"
73629,"""policy_value_rmse__std"": 0.0,"
73660,"""relation_edge_disagreement_rate__mean"": 0.0,"
73661,"""relation_edge_disagreement_rate__median"": 0.0,"
73662,"""relation_edge_disagreement_rate__q05"": 0.0,"
73663,"""relation_edge_disagreement_rate__q95"": 0.0,"
73664,"""relation_edge_disagreement_rate__std"": 0.0,"
73693,"""ADE_rmse__mean"": 0.11413589298961742,"
73694,"""ADE_rmse__median"": 0.09153733567148603,"
73695,"""ADE_rmse__q05"": 0.07739141436471436,"
73696,"""ADE_rmse__q95"": 0.1630418065577447,"
73697,"""ADE_rmse__std"": 0.040378545948695,"
73773,"""ASE_estimate_Y1__mean"": -0.007747691061356807,"
73774,"""ASE_estimate_Y1__median"": -0.047910645986613584,"
73775,"""ASE_estimate_Y1__q05"": -0.20934235613093446,"
73776,"""ASE_estimate_Y1__q95"": 0.2118583399211131,"
73777,"""ASE_estimate_Y1__std"": 0.18241578568011993,"
73778,"""ASE_estimate_Y2__mean"": -0.05671279195852945,"
73779,"""ASE_estimate_Y2__median"": 0.006937285530512788,"
73780,"""ASE_estimate_Y2__q05"": -0.3481918414870323,"
73781,"""ASE_estimate_Y2__q95"": 0.1387541296605971,"
73782,"""ASE_estimate_Y2__std"": 0.21843699582831702,"
73783,"""ASE_estimate_Y3__mean"": 0.00030148266645390053,"
73784,"""ASE_estimate_Y3__median"": -0.03609873227887242,"
73785,"""ASE_estimate_Y3__q05"": -0.21284958238141005,"
73786,"""ASE_estimate_Y3__q95"": 0.19527712573229727,"
73787,"""ASE_estimate_Y3__std"": 0.1853217428513776,"
73788,"""ASE_estimate_Y4__mean"": -0.030300205158243304,"
73789,"""ASE_estimate_Y4__median"": 0.017040018710246733,"
73790,"""ASE_estimate_Y4__q05"": -0.2117656732872466,"
73791,"""ASE_estimate_Y4__q95"": 0.12233483243486853,"
73792,"""ASE_estimate_Y4__std"": 0.15460013729154692,"
73793,"""ASE_mae_mean__mean"": 0.13839107027772185,"
73794,"""ASE_mae_mean__median"": 0.09845143386055988,"
73795,"""ASE_mae_mean__q05"": 0.06289339077523673,"
73796,"""ASE_mae_mean__q95"": 0.261427019286591,"
73797,"""ASE_mae_mean__std"": 0.09315353316443814,"
73813,"""ASE_normalized_rmse__mean"": 0.15155319318863797,"
73814,"""ASE_normalized_rmse__median"": 0.10636853038572353,"
73815,"""ASE_normalized_rmse__q05"": 0.06533425917350531,"
73816,"""ASE_normalized_rmse__q95"": 0.27979048723002387,"
73817,"""ASE_normalized_rmse__std"": 0.09726992401073326,"
73838,"""ASE_rmse__mean"": 0.1492057037324415,"
73839,"""ASE_rmse__median"": 0.1043964088811789,"
73840,"""ASE_rmse__q05"": 0.07138619403864259,"
73841,"""ASE_rmse__q95"": 0.270231386797763,"
73842,"""ASE_rmse__std"": 0.09105915895799102,"
73843,"""ASE_rmse_distance_two_mapping__mean"": 0.18168685027121922,"
73844,"""ASE_rmse_distance_two_mapping__median"": 0.12837261545719184,"
73845,"""ASE_rmse_distance_two_mapping__q05"": 0.10025218026182843,"
73846,"""ASE_rmse_distance_two_mapping__q95"": 0.29637408416761424,"
73847,"""ASE_rmse_distance_two_mapping__std"": 0.0936449357320101,"
73848,"""ASE_rmse_unweighted_mapping__mean"": 0.1400155945901293,"
73849,"""ASE_rmse_unweighted_mapping__median"": 0.1086272450927588,"
73850,"""ASE_rmse_unweighted_mapping__q05"": 0.07952990879228364,"
73851,"""ASE_rmse_unweighted_mapping__q95"": 0.2266277018478553,"
73852,"""ASE_rmse_unweighted_mapping__std"": 0.0708002223429938,"
73853,"""ASE_rmse_weighted_mapping__mean"": 0.14724830750520296,"
73854,"""ASE_rmse_weighted_mapping__median"": 0.09627341535333211,"
73855,"""ASE_rmse_weighted_mapping__q05"": 0.06334789020680417,"
73856,"""ASE_rmse_weighted_mapping__q95"": 0.2821853935302883,"
73857,"""ASE_rmse_weighted_mapping__std"": 0.10117021924269726,"
73860,"""ASE_sign_accuracy__q05"": null,"
73861,"""ASE_sign_accuracy__q95"": null,"
73862,"""ASE_sign_accuracy__std"": 0.0,"
73893,"""INT_rmse__mean"": 0.16852538124239838,"
73894,"""INT_rmse__median"": 0.12603532979092785,"
73895,"""INT_rmse__q05"": 0.11299722339330098,"
73896,"""INT_rmse__q95"": 0.2765075592549019,"
73897,"""INT_rmse__std"": 0.07907231871017786,"
73903,"""SASE_rmse__mean"": 0.15155319318863797,"
73904,"""SASE_rmse__median"": 0.10636853038572353,"
73905,"""SASE_rmse__q05"": 0.06533425917350531,"
73906,"""SASE_rmse__q95"": 0.27979048723002387,"
73907,"""SASE_rmse__std"": 0.09726992401073326,"
74043,"""functional_f1__mean"": 0.6,"
74044,"""functional_f1__median"": 0.8,"
74045,"""functional_f1__q05"": 0.08000000000000002,"
74046,"""functional_f1__q95"": 0.96,"
74047,"""functional_f1__std"": 0.4,"
74053,"""functional_precision__mean"": 0.7,"
74054,"""functional_precision__median"": 1.0,"
74055,"""functional_precision__q05"": 0.1,"
74056,"""functional_precision__q95"": 1.0,"
74057,"""functional_precision__std"": 0.4472135954999579,"
74058,"""functional_recall__mean"": 0.5333333333333333,"
74059,"""functional_recall__median"": 0.6666666666666666,"
74060,"""functional_recall__q05"": 0.06666666666666667,"
74061,"""functional_recall__q95"": 0.9333333333333332,"
74062,"""functional_recall__std"": 0.38005847503304596,"
74125,"""naive_A_G_ASE_rmse__mean"": 0.13014215738083623,"
74126,"""naive_A_G_ASE_rmse__median"": 0.12694860970736416,"
74127,"""naive_A_G_ASE_rmse__q05"": 0.0918666318268959,"
74128,"""naive_A_G_ASE_rmse__q95"": 0.18445858190672199,"
74129,"""naive_A_G_ASE_rmse__std"": 0.04256126791302271,"
74135,"""oracle_ASE_rmse__mean"": 0.0,"
74136,"""oracle_ASE_rmse__median"": 0.0,"
74137,"""oracle_ASE_rmse__q05"": 0.0,"
74138,"""oracle_ASE_rmse__q95"": 0.0,"
74139,"""oracle_ASE_rmse__std"": 0.0,"
74140,"""outcome_f1__mean"": 1.0,"
74141,"""outcome_f1__median"": 1.0,"
74142,"""outcome_f1__q05"": 1.0,"
74143,"""outcome_f1__q95"": 1.0,"
74144,"""outcome_f1__std"": 0.0,"
74150,"""outcome_precision__mean"": 1.0,"
74151,"""outcome_precision__median"": 1.0,"
74152,"""outcome_precision__q05"": 1.0,"
74153,"""outcome_precision__q95"": 1.0,"
74154,"""outcome_precision__std"": 0.0,"
74155,"""outcome_recall__mean"": 1.0,"
74156,"""outcome_recall__median"": 1.0,"
74157,"""outcome_recall__q05"": 1.0,"
74158,"""outcome_recall__q95"": 1.0,"
74159,"""outcome_recall__std"": 0.0,"
74160,"""outcome_regression_ASE_rmse__mean"": 0.14724830750520296,"
74161,"""outcome_regression_ASE_rmse__median"": 0.09627341535333211,"
74162,"""outcome_regression_ASE_rmse__q05"": 0.06334789020680417,"
74163,"""outcome_regression_ASE_rmse__q95"": 0.2821853935302883,"
74164,"""outcome_regression_ASE_rmse__std"": 0.10117021924269726,"
74167,"""policy_ordering_accuracy__q05"": null,"
74168,"""policy_ordering_accuracy__q95"": null,"
74169,"""policy_ordering_accuracy__std"": 0.0,"
74177,"""policy_value_rmse__q05"": null,"
74178,"""policy_value_rmse__q95"": null,"
74179,"""policy_value_rmse__std"": 0.0,"
74210,"""relation_edge_disagreement_rate__mean"": 0.0,"
74211,"""relation_edge_disagreement_rate__median"": 0.0,"
74212,"""relation_edge_disagreement_rate__q05"": 0.0,"
74213,"""relation_edge_disagreement_rate__q95"": 0.0,"
74214,"""relation_edge_disagreement_rate__std"": 0.0,"
74312,"""ASE_estimate_Y1"","
74318,"""ASE_estimate_Y2"","
74324,"""ASE_estimate_Y3"","
74330,"""ASE_estimate_Y4"","
74409,"method,scenario,seed,status,n_rows,n_clusters,treatment_prevalence,degree_mean,degree_q95,cluster_size_min,cluster_size_max,exposure_mean,exposure_sd,target_supported_a0,target_supported_a1,ess_a0_g0,ess_a0_g1,ess_a1_g0,ess_a1_g1,raw_count_a0_g0,raw_count_a0_g1,global_statistic_a0,global_p_a0,global_reject_001_a0,global_reject_005_a0,global_reject_010_a0,global_p_a1,global_reject_005_a1,outcome_precision,outcome_recall,outcome_f1,outcome_fdr,affected_set_exact_recovery,familywise_false_outcome,ASE_bias_mean,ASE_mae_mean,ASE_rmse,ASE_normalized_rmse,SASE_bias_mean,SASE_rmse,ASE_sign_accuracy,ASE_ci_coverage,ASE_ci_width,null_interval_coverage_zero,functional_precision,functional_recall,functional_f1,functional_any_detection,functional_global_p,dose_response_ISE,dose_response_IAE,dose_response_max_error,dose_response_pointwise_coverage,dose_response_simultaneous_coverage,ADE_bias_mean,ADE_rmse,INT_bias_mean,INT_rmse,INT_ci_coverage,interaction_detection,aipw_discrete_low_high_mean,outcome_regression_ASE_rmse,naive_A_G_ASE_rmse,oracle_ASE_rmse,mapping_sign_stability,mapping_sensitivity_range,exposure_mapping_correlation,relation_edge_disagreement_rate,false_interference,bootstrap_ASE_sd,failed_or_singular_fits,runtime_seconds,ASE_estimate_Y1,ASE_truth_Y1,ASE_error_Y1,ASE_p_Y1,ASE_detected_Y1,ASE_coverage_Y1,ASE_estimate_Y2,ASE_truth_Y2,ASE_error_Y2,ASE_p_Y2,ASE_detected_Y2,ASE_coverage_Y2,ASE_estimate_Y3,ASE_truth_Y3,ASE_error_Y3,ASE_p_Y3,ASE_detected_Y3,ASE_coverage_Y3,ASE_estimate_Y4,ASE_truth_Y4,ASE_error_Y4,ASE_p_Y4,ASE_detected_Y4,ASE_coverage_Y4,ASE_mean_unweighted_mapping,ASE_rmse_unweighted_mapping,ASE_mean_weighted_mapping,ASE_rmse_weighted_mapping,ASE_mean_distance_two_mapping,ASE_rmse_distance_two_mapping,aipw_weight_min,aipw_weight_median,aipw_weight_q95,aipw_weight_max,predictive_loss_with_G,predictive_loss_without_G,predictive_loss_naive_A_G,predictive_gain_G,policy_value_rmse,policy_ordering_accuracy,policy_regret"
74460,"causal_interference_detection,sparse_multivariate_effects,0,ok,480.0,24.0,0.4979166666666667,4.429166793823242,7.0,20.0,20.0,0.510258848131971,0.33760297754632906,1.0,1.0,108.68085767523192,63.56460851049065,57.07543321134559,97.35080844188535,60.0,35.0,16.120667802609464,0.03333333333333333,0.0,1.0,1.0,0.1,0.0,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.09827999765502683,0.1771666428868966,0.17838397618056953,0.18750672757721373,0.10770714065819348,0.1875067275772137,1.0,0.75,0.41868618191401863,1.0,0.5,0.5,0.5,1.0,0.03333333333333333,0.012689237210479355,0.08511546080283498,0.2969598460073991,0.8055555555555556,0.5,-0.08701518167076897,0.14588788617761206,-0.04775059073937462,0.11422566809598922,1.0,0.0,0.05443847933314795,0.18301130114861042,0.07504445981849607,0.0,0.8333333333333334,0.14164817600750454,1.0,0.0,0.0,0.10113192799855523,0.0,2.341378512996016,0.6365785616259898,0.42499999999999993,0.21157856162598987,0.00038362385626920727,1.0,0.0,0.17505335306193082,0.0,0.17505335306193082,0.21390316489418004,0.0,1.0,-0.16073863360407428,-0.32500000000000046,0.16426136639592617,0.04520034805187437,0.0,1.0,-0.1577732904637395,0.0,-0.1577732904637395,0.032348195482199395,0.0,1.0,0.1175933602841133,0.18588204389159285,0.11889427132573763,0.18301130114861042,0.11073990098386394,0.31427283175676984,1.1915403050700288,3.095704063349467,11.079355543146571,50.0,0.5710623522314673,0.5815914384656956,0.901753578060299,0.010529086234228324,,,"
74461,"causal_interference_detection,sparse_multivariate_effects,1,ok,480.0,24.0,0.5208333333333334,4.616666793823242,8.0,20.0,20.0,0.52466280276988,0.3270662328947761,1.0,1.0,84.4890909922499,73.4118456073941,61.855086756178025,118.15062512377617,44.0,47.0,16.038927873645285,0.03333333333333333,0.0,1.0,1.0,0.03333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.004288796140149376,0.08769912151759111,0.09247859808155842,0.09775798207178278,0.012735185716175452,0.0977579820717828,1.0,1.0,0.4174127211532692,1.0,1.0,1.0,1.0,1.0,0.03333333333333333,0.005632731064996818,0.06228340713917066,0.17528498829685385,0.9722222222222222,1.0,0.06809866423538724,0.09321829348018497,0.13301217614355373,0.19110249421870945,0.75,1.0,0.11561972959318757,0.08356335859185729,0.08310322059735367,0.0,1.0,0.09199099681554326,0.9999999999999998,0.0,0.0,0.10082432878098291,0.0,2.598671598985675,0.4765831195758332,0.42499999999999993,0.05158311957583328,0.0004959244196624449,1.0,1.0,-0.07613192420388701,0.0,-0.07613192420388701,0.4771955326720658,0.0,1.0,-0.4156887265509967,-0.32500000000000023,-0.09068872655099647,0.0004723463648354307,1.0,1.0,0.1323927157396477,0.0,0.1323927157396477,0.29486278467787874,0.0,1.0,0.04087164343030741,0.078095545383301,0.03370905361856797,0.08356335859185729,0.08638669809254364,0.1020891532512101,1.1440578547632951,3.096609389230933,17.08688697145341,50.0,0.5106616861706907,0.5343407991755057,0.8815527116595334,0.023679113004814956,,,"
74462,"causal_interference_detection,sparse_multivariate_effects,2,ok,480.0,24.0,0.6645833333333333,4.570833206176758,8.0,20.0,20.0,0.6935348331620326,0.30157138318211646,1.0,1.0,44.82943535162094,60.13473197005679,42.07747294704641,159.26277379071948,25.0,28.0,5.7455598075951535,0.23333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.290413219949781,0.290413219949781,0.29649496795839486,0.31185069275765726,-0.30716749095026963,0.31185069275765726,1.0,0.5,0.5294445197162345,0.5,0.6666666666666666,1.0,0.8,1.0,0.03333333333333333,0.029122529108488678,0.14677018745726694,0.33253509719672586,0.8055555555555556,0.75,0.05298858514733615,0.07514277941834495,0.27913338501569496,0.2995710606443906,0.5,1.0,0.32935326914898067,0.3096728090851246,0.11293758022796853,0.0,1.0,0.2012305174073128,1.0,0.0,0.0,0.12788514968991174,0.0,2.371777160995407,0.1287184553134837,0.4250000000000002,-0.2962815446865165,0.28924712597080704,0.0,0.0,-0.3842476170863761,0.0,-0.3842476170863761,0.041833882275129,0.0,0.0,-0.5808599490331079,-0.32500000000000007,-0.2558599490331078,0.029145750139833806,0.0,1.0,-0.2252637689931234,0.0,-0.2252637689931234,0.20833806081321093,0.0,1.0,-0.20332188636731255,0.23799378610421423,-0.27503049318497885,0.3096728090851246,-0.07379997577766606,0.11356043864976288,1.3669586303130914,4.647862165924044,21.527709822291833,42.61633684590373,0.5816984378497647,0.5764851670321667,0.8705382785626152,-0.005213270817598037,,,"
74463,"causal_interference_detection,sparse_multivariate_effects,3,ok,480.0,24.0,0.5291666666666667,4.616666793823242,8.0,20.0,20.0,0.5290133152585921,0.3398158139948638,1.0,1.0,89.12603630510068,64.26697855917891,55.97781471483338,112.55831272028772,42.0,36.0,7.504745749218874,0.1,0.0,0.0,1.0,0.03333333333333333,1.0,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.038433765201628806,0.08205309652034784,0.1096566808983748,0.1107751305541649,0.035380375919547395,0.11077513055416491,1.0,1.0,0.4974810513535155,1.0,1.0,0.5,0.6666666666666666,1.0,0.03333333333333333,0.004452426845392175,0.04780673571752331,0.18728089302352596,0.9166666666666666,0.75,0.08165670518554055,0.09341525071689541,0.09666788772261137,0.12768366648337984,1.0,0.0,-0.058845165831970206,0.09984916269073453,0.11456456399789773,0.0,1.0,0.10925965794558798,1.0,0.0,0.0,0.12016450515785401,0.0,2.695321867009625,0.33776133736256175,0.4249999999999998,-0.08723866263743807,0.012357974210268729,1.0,1.0,0.025006366776281,0.0,0.025006366776281,0.9727596211240391,0.0,1.0,-0.12607266204257486,-0.3250000000000004,0.19892733795742554,0.20427093199780033,0.0,1.0,0.017040018710246733,0.0,0.017040018710246733,0.8565291738188285,0.0,1.0,0.01965037922592979,0.10955994467745728,0.0528997801504529,0.09984916269073453,0.009494852390782859,0.13059168357380616,1.1185559838672403,3.1844257737398003,13.431030858215495,43.17131559374383,0.5484716095145996,0.5569039013730245,0.8997267124612418,0.008432291858424867,,,"
74464,"causal_interference_detection,sparse_multivariate_effects,4,ok,480.0,24.0,0.38333333333333336,4.754166603088379,8.0,20.0,20.0,0.39501697589909085,0.2961728881533198,1.0,1.0,149.8021562947968,58.26567955224791,71.23562935212401,64.7065444591405,86.0,25.0,11.32319366652169,0.06666666666666667,0.0,0.0,1.0,0.06666666666666667,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0033126779088443886,0.06737079753468929,0.07129802480431932,0.06284404932381651,0.004452157626206628,0.06284404932381653,1.0,1.0,0.4423766834785163,1.0,1.0,1.0,1.0,1.0,0.03333333333333333,0.006351128021812504,0.06050942428821916,0.22360081514428468,0.9444444444444444,0.75,-0.10276489243028573,0.16840674942460468,-0.08944689635256717,0.11258787174306673,1.0,0.0,0.023921324560450853,0.06153840960056071,0.12498849710241407,0.0,1.0,0.26524551177054617,1.0,0.0,0.0,0.10685427137162228,0.0,2.2947659630008275,0.33033456235655556,0.4249999999999998,-0.09466543764344426,0.024495633244076595,1.0,1.0,0.05926365167131539,0.0,0.05926365167131539,0.5279326173486046,0.0,1.0,-0.3584508016082456,-0.32500000000000007,-0.03345080160824554,0.004616425594914529,1.0,1.0,0.08210329921575196,0.0,0.08210329921575196,0.3548629995450001,0.0,1.0,0.05568253657251741,0.07963971789711151,0.016262348479626015,0.06153840960056071,0.10344017603969885,0.2841053967070162,1.1639874225692908,1.6244900409809322,10.231339188923187,19.135202137111918,0.4350486549844139,0.4421718645101924,0.9187680295202846,0.0071232095257784955,,,"
